isogroup	scaffold	start	end	annotation	lg	cM
isogroup=4294	c1890818	150439	151422	Tyrosine kinase, EPH (ephrin) receptor family ; Eph receptor B1 [EC:2.7.10.1] E=2e-32	4	404.787
isogroup=4297	c1269642	12022	12847	Actin regulatory protein (Wiskott-Aldrich syndrome protein)	3	290.017
isogroup=4296	c2096175	241099	242210	GTPase Rab27, small G protein superfamily ; Ras-related protein Rab-27A E=3e-78	2	203.528
isogroup=34628	c772136	289443	288997	LRR-containing protein ; NACHT, LRR and PYD domains-containing protein 3 E=5e-26	4	326.751
isogroup=12796	c1233660	173783	174303	Meprin A metalloprotease ; meprin A, beta [EC:3.4.24.18] E=5e-130	5	510.053
isogroup=12794	c2064951	139358	137811	HMG box-containing protein ; transcription factor A, mitochondrial E=1e-87	13	1288.19
isogroup=12793	c187788	65651	66846	Tetraspanin family integral membrane protein ; F-box protein 23 E=1e-164	13	1235.75
isogroup=12790	c2321558	59321	60667	N-acetylglucosaminyltransferase I ; alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.101] E=2e-152	3	236.958
isogroup=12791	c1269940	46218	45737	Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; delta E=9e-147	11	1079.024
isogroup=31264	c1807228	59941	59470	NA	14	1425.423
isogroup=33986	c1276544	78919	78460	NA	11	1090.216
isogroup=33987	c2140699	55303	54845	NA	7	712.688
isogroup=33982	c187788	243825	243520	FOG: Immunoglobulin C-2 Type/fibronectin type III domains ; protein tyrosine phosphatase, receptor type, D [EC:3.1.3.48] E=7e-10	13	1220.877
isogroup=33983	c2496625	5006	5465	collagen, type I/II/III/V/XI, alpha E=3e-06	7	637.882
isogroup=4439	c1209160	181780	182235	PHD finger protein ; protein Jade-1 E=4e-20	7	723.455
isogroup=39075	c1559156	321520	321332	NA	6	578.824
isogroup=4434	c1265210	45478	44929	HIV-1 Vpr-binding protein E=1e-112	12	1194.983
isogroup=4430	c1302918	109625	111157	Alcohol dehydrogenase, class IV ; hydroxyacid-oxoacid transhydrogenase [EC:1.1.99.24] E=5e-47	12	1196.749
isogroup=4433	c1167675	86913	88624	Lanthionine synthetase C-like protein 1	4	330.563
isogroup=4432	c1915022	8022	7755	Meprin A metalloprotease ; meprin A, beta [EC:3.4.24.18] E=1e-140	9	844.642
isogroup=44036	c2212633	66896	66828	NA	7	699.562
isogroup=44038	c1413499	294372	294058	NA	11	1070.922
isogroup=44039	c1209160	67156	66852	NA	7	718.0
isogroup=8732	c2441680	205500	204004	Transcription initiation factor IIF, auxiliary subunit ; YEATS domain-containing protein 4 E=3e-18	5	462.141
isogroup=5526	c1350740	128301	128892	NA	3	248.331
isogroup=8731	c2031013	65827	66386	TBX1 and related T-box transcription factors ; T-box protein 10 E=3e-130	3	297.249
isogroup=2559	c1625311	198494	196673	Uncharacterized conserved protein	13	1272.529
isogroup=2550	c1515846	59875	59452	E3 ubiquitin protein ligase ; ubiquitin-protein ligase E3 A [EC:6.3.2.19] E=2e-109	9	815.07
isogroup=2551	c622226	380575	378704	Intermediate filament-like protein, sorting nexins, and related proteins containing PX (PhoX) domain(s) ; serum/glucocorticoid-regulated kinase 3 [EC:2.7.11.1] E=5e-25	6	575.594
isogroup=2553	c2215268	385263	387005	Alternative splicing factor SRp55/B52/SRp75 (RRM superfamily)	4	347.213
isogroup=2554	c1359783	220483	218437	Proteins containing Ca2+-binding EGF-like domains ; Notch E=6e-21	11	1047.425
isogroup=2555	c1247922	109334	111928	Glutamate-gated metabotropic ion channel receptor subunit GRM2 and related subunits, G-protein coupled receptor superfamily ; metabotropic glutamate receptor 2/3 E=2e-178	9	907.656
isogroup=2556	c1945778	105562	103296	Serine/threonine protein kinase ; MAP/microtubule affinity-regulating kinase [EC:2.7.11.1] E=6e-98	7	700.817
isogroup=33851	c1205743	211990	211552	NA	4	425.604
isogroup=30799	c1237576	119088	119524	NA	11	1099.137
isogroup=38800	c1711211	6545	6887	p21-activated kinase 1 [EC:2.7.11.1] E=3e-40	8	786.689
isogroup=32584	c2221718	133259	132772	NA	3	228.0
isogroup=32587	c1258127	191289	190799	NA	4	397.398
isogroup=32581	c451888	30647	30179	Mab-21-like cell fate specification proteins	6	557.406
isogroup=32583	c1694843	99271	98776	NA	7	707.324
isogroup=32582	c2094412	358995	359314	NA	6	603.508
isogroup=15227	c2240099	14024	13417	Thioredoxin/protein disulfide isomerase ; thioredoxin domain-containing protein 5 E=2e-152	9	831.557
isogroup=30793	c2079967	159465	158924	NA	2	117.298
isogroup=15228	c1011140	263915	262570	Serine proteinase inhibitor (KU family) with thrombospondin repeats	6	580.674
isogroup=30987	c2407255	157581	157392	NA	3	300.795
isogroup=30985	c1504122	240886	240595	Transcription regulator XNP/ATRX, DEAD-box superfamily	12	1180.805
isogroup=30983	c1269940	81270	80751	NA	11	1079.024
isogroup=30980	c1081312	256616	257161	NA	14	1354.41
isogroup=30989	c2438112	31621	31085	ACK and related non-receptor tyrosine kinases	2	204.633
isogroup=40642	c1899612	330145	329819	NA	8	814.07
isogroup=40641	c1902022	249593	249414	NA	6	586.689
isogroup=40640	c2171061	117930	117579	LRR-containing protein ; Ran GTPase-activating protein 1 E=1e-15	3	255.968
isogroup=40646	c1807492	156355	156001	NA	3	265.253
isogroup=40645	c666183	258268	257914	NA	11	1026.949
isogroup=40649	c1895421	516246	516580	NA	2	195.191
isogroup=1609	c1321846	1092666	1091727	Nuclear helicase MOP-3/SNO (DEAD-box superfamily)	8	808.373
isogroup=1608	c1334554	152182	151713	Mismatch repair MSH3 ; DNA mismatch repair protein MSH6 E=2e-81	9	906.657
isogroup=1605	c1530838	78949	79493	3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4] E=6e-119	2	134.127
isogroup=1604	c977225	62139	61033	NA	2	148.365
isogroup=1606	c196579	316411	314275	NA	6	568.183
isogroup=1601	c2312187	146013	146658	NA	2	144.795
isogroup=31580	c1278580	165186	164890	Arginase	12	1164.834
isogroup=31581	c1885765	28638	29153	NA	4	338.605
isogroup=31582	c526698	274256	273739	NA	7	688.555
isogroup=31583	c622226	127327	126810	NA	6	575.594
isogroup=31587	c187788	221292	221802	NA	13	1220.877
isogroup=30671	c1443265	42763	43217	NA	7	678.516
isogroup=30670	c2111989	351156	350628	NA	7	694.297
isogroup=35009	c2080678	3850	4033	NA	10	989.619
isogroup=3609	c1237576	174858	176202	Chondroitin synthase 1 ; beta-1,4-N-acetylgalactosaminyltransferase 3 [EC:2.4.1.244] E=1e-154	11	1099.137
isogroup=42869	c2335714	247300	247042	NA	2	120.924
isogroup=42868	c1789852	107358	107577	NA	14	1338.701
isogroup=35000	c42190	150320	150759	NA	3	237.343
isogroup=3600	c1399127	170476	167440	Protein phosphatase, regulatory subunit PPP1R3C/D ; protein phosphatase 1, regulatory (inhibitor) subunit 3 E=3e-123	6	562.174
isogroup=42860	c2430742	124802	125127	NA	1	55.489
isogroup=42862	c2170765	686114	686436	NA	13	1307.785
isogroup=28728	c2338525	152831	153378	NA	7	654.483
isogroup=28726	c2493125	321956	321646	NA	2	206.825
isogroup=28724	c1609271	132026	131789	NA	1	79.47
isogroup=28725	c1515463	281561	282176	NA	12	1210.888
isogroup=28720	c1868152	530078	530689	NA	1	39.428
isogroup=28721	c1230921	294679	294946	NA	11	1030.421
isogroup=6073	c2473936	13990	16404	NA	8	795.597
isogroup=6077	c2192102	62687	65096	Topoisomerase TOP1-interacting protein BTBD1 ; BTB/POZ domain-containing protein 3/6 E=4e-127	4	340.99
isogroup=6076	c2481746	216421	215277	Myosin class II heavy chain ; homer E=7e-36	1	35.253
isogroup=45072	c1102701	92272	92110	Cytochrome c oxidase, subunit VIb/COX12	11	1072.227
isogroup=6079	c2050722	107817	108880	Uncharacterized conserved protein	1	17.676
isogroup=6078	c1803350	528520	526781	Transcription factor, contains HOX domain ; homeobox protein aristaless-related E=3e-117	1	35.667
isogroup=45074	c1681168	199782	199511	NA	11	1058.021
isogroup=7383	c898951	14141	15237	NA	5	483.853
isogroup=7380	c1730470	38732	37481	Uncharacterized conserved protein	9	913.122
isogroup=9959	c1885556	164588	163429	ACK and related non-receptor tyrosine kinases ; leucine-rich repeat kinase 1 [EC:2.7.11.1] E=4e-05	1	50.639
isogroup=9958	c1598123	234993	233607	NA	3	290.869
isogroup=7384	c1383587	123588	124750	Tweety transmembrane/cell surface protein	11	1042.751
isogroup=7385	c388397	607686	608239	Transcription regulator XNP/ATRX, DEAD-box superfamily	5	487.606
isogroup=9955	c829944	21406	22488	NA	8	742.444
isogroup=32185	c1604454	728	1197	NA	11	1050.754
isogroup=7389	c1331472	35601	36760	Ultrahigh sulfur keratin-associated protein	2	172.336
isogroup=9951	c738796	229704	228474	Placental protein 11 ; poly(U)-specific endoribonuclease [EC:3.1.-.-] E=3e-22	3	246.865
isogroup=41510	c1889019	387446	387154	NA	8	782.179
isogroup=41512	c1463175	468011	468355	NA	5	460.719
isogroup=41513	c1300534	75633	75296	NA	1	45.861
isogroup=41515	c1334554	311121	311465	NA	9	906.657
isogroup=41516	c1743069	315283	314939	FOG: Immunoglobulin C-2 Type/fibronectin type III domains	3	263.059
isogroup=6385	c1224702	10108	9263	Mitochondrial oxaloacetate carrier protein ; solute carrier family 25 (mitochondrial dicarboxylate transporter), member 10 E=5e-44	4	394.533
isogroup=6384	c2216172	976865	976012	Amino acid transporters ; basic amino acid/polyamine antiporter, APA family E=2e-150	4	377.858
isogroup=6387	c2478742	202403	203268	Uncharacterized conserved protein	5	473.491
isogroup=21530	c2473936	17630	16822	NA	8	795.597
isogroup=21536	c2412538	744904	745757	NA	6	618.215
isogroup=24725	c1178748	267370	267547	Projectin/twitchin and related proteins	7	657.134
isogroup=21539	c2411551	29361	29852	NA	11	1068.748
isogroup=34354	c1321846	342861	342691	NA	8	804.906
isogroup=34352	c1011140	12560	13006	NA	6	580.674
isogroup=34353	c917023	64625	65014	NA	2	178.21
isogroup=34350	c1868152	127912	128341	NA	1	41.765
isogroup=34351	c1231179	369165	369426	NA	14	1383.645
isogroup=34358	c1559156	190236	190535	NA	6	578.177
isogroup=34359	c1078092	46276	46730	NA	6	597.186
isogroup=35917	c1258127	276834	277273	NA	4	397.398
isogroup=35916	c1244560	317421	317630	NA	1	79.697
isogroup=35914	c1531306	425518	425153	Wiskott Aldrich syndrome proteins ; uncharacterized protein E=2e-52	13	1246.155
isogroup=35913	c2396761	77967	77701	Aldehyde dehydrogenase ; aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5] E=3e-07	6	631.375
isogroup=35910	c1269940	66826	67249	NA	11	1079.024
isogroup=35919	c1811180	27998	28421	NA	11	1076.701
isogroup=35918	c2478742	131086	131507	NA	5	474.94
isogroup=6929	c666183	164642	165229	NA	11	1027.897
isogroup=6925	c2407255	557582	559079	peroxisomal membrane protein 2 E=1e-104	3	306.022
isogroup=6924	c1321846	697103	696371	Leucine zipper nuclear factor	8	805.774
isogroup=6927	c1276544	116737	117171	NA	11	1090.216
isogroup=6921	c1730470	362280	361706	NA	9	915.231
isogroup=6923	c2102192	15047	17104	Uncharacterized conserved protein, contains TraB domain	5	450.842
isogroup=6922	c733146	42467	43801	Glycosyltransferase ; dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117] E=5e-67	5	494.799
isogroup=44852	c1960666	83730	83473	NA	11	1072.371
isogroup=44856	c63475	258775	259075	NA	1	75.322
isogroup=44858	c880226	2480	2171	NA	14	1397.193
isogroup=7038	c1716477	303002	302336	ATP-dependent Clp protease ATP-binding subunit ClpX E=5e-108	9	846.621
isogroup=7033	c1076932	139436	140797	NA	10	916.231
isogroup=7034	c1359783	268426	266611	Cytoplasmic protein Max-1, contains PH, MyTH4 and FERM domains ; dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide E=2e-05	11	1047.425
isogroup=7035	c1406777	66358	66957	Thiamine pyrophosphokinase	5	491.204
isogroup=7036	c1480326	303950	305019	Uncharacterized conserved protein	14	1414.614
isogroup=23978	c1176741	7606	6721	maltase-glucoamylase [EC:3.2.1.20 3.2.1.3] E=6e-49	4	374.507
isogroup=23979	c2038113	58346	59209	NA	7	646.344
isogroup=23972	c231001	42256	42695	Protein involved in meiotic recombination/predicted coiled-coil protein	3	310.814
isogroup=23971	c1487044	6824	5943	NA	12	1144.103
isogroup=23976	c1271929	324622	325234	NA	1	59.089
isogroup=23975	c2038744	48317	47441	NA	1	67.144
isogroup=22371	c1504605	349093	348745	Trypsin ; trypsin [EC:3.4.21.4] E=3e-59	2	127.102
isogroup=22375	c1681168	81213	80727	Myosin class II heavy chain	11	1058.021
isogroup=22374	c1462977	144451	143649	NA	7	636.31
isogroup=31896	c2509380	149468	149968	NA	5	471.109
isogroup=24814	c2430742	36098	35949	NA	1	53.836
isogroup=5093	c2445836	143184	141334	Cell cycle-associated protein Mob1-1 ; maintenance of ploidy protein MOB1 (MPS1 binder 1) E=4e-144	6	619.19
isogroup=33511	c1502011	52488	52031	NA	9	877.155
isogroup=33510	c1633648	258171	257703	NA	1	24.328
isogroup=33512	c1067544	410585	410115	NA	14	1422.0
isogroup=33515	c1703633	308836	309124	Ca2+-modulated nonselective cation channel polycystin ; polycystin 1L2 E=1e-16	7	669.013
isogroup=33514	c2433955	25087	25301	NA	11	1112.481
isogroup=33517	c1544322	239862	240342	Protein tyrosine kinase	9	853.365
isogroup=33516	c1611709	232960	233003	NA	1	78.803
isogroup=24815	c2326104	103881	104707	NA	1	51.87
isogroup=23398	c2496625	119859	118931	NA	7	637.882
isogroup=23397	c666183	430583	430461	Uncharacterized conserved protein, contains HELP and WD40 domains	11	1025.389
isogroup=23394	c486289	9034	8247	NA	1	108.767
isogroup=23393	c986684	224327	223400	NA	10	928.247
isogroup=11046	c1899612	358668	359501	Collagens (type IV and type XIII), and related proteins ; ectodysplasin-A E=5e-100	8	814.07
isogroup=11045	c1743069	70753	72294	FOG: 7 transmembrane receptor ; neuropeptide Y receptor, invertebrate E=3e-132	3	263.059
isogroup=11042	c1727753	234655	233286	NA	7	686.879
isogroup=11041	c1271929	157010	155803	aspartate beta-hydroxylase [EC:1.14.11.16] E=4e-12	1	59.089
isogroup=11040	c1682997	80354	81385	Mitochondrial sulfhydryl oxidase involved in the biogenesis of cytosolic Fe/S proteins	11	1073.987
isogroup=19210	c1350740	149628	148499	NA	3	243.328
isogroup=19211	c1814581	259594	258755	NA	10	924.639
isogroup=19216	c1167675	102374	103287	NA	4	330.563
isogroup=19217	c1021649	247044	247909	NA	9	857.252
isogroup=23028	c2478742	416089	415134	NA	5	473.491
isogroup=23029	c2473936	379631	379411	GABA-B ion channel receptor subunit GABABR1 and related subunits, G-protein coupled receptor superfamily ; gamma-aminobutyric acid (GABA) B receptor 1 E=6e-97	8	795.597
isogroup=23020	c1406342	86600	85635	NA	6	609.305
isogroup=23023	c561343	165289	165721	Semaphorins ; brain-specific angiogenesis inhibitor 3 E=7e-24	4	352.648
isogroup=23024	c2461275	364216	364914	NA	1	84.186
isogroup=23025	c1366711	129540	130060	NA	9	890.047
isogroup=23026	c1888154	16886	15921	NA	13	1319.846
isogroup=23027	c1081122	80844	81039	Locus-specific chromosome binding proteins ; polycomb group RING finger protein 3 E=1e-153	2	151.544
isogroup=44290	c1269940	106071	105894	NA	11	1079.024
isogroup=43243	c1813332	241915	241588	NA	6	615.465
isogroup=44293	c139381	213617	213934	NA	12	1119.039
isogroup=26616	c2094412	354923	355293	NA	6	603.508
isogroup=26617	c1076932	345604	345096	NA	10	937.741
isogroup=26618	c2168192	285364	286080	NA	13	1317.2
isogroup=8392	c1639439	217734	217096	Enoyl-CoA hydratase ; peroxisomal 3,2-trans-enoyl-CoA isomerase [EC:5.3.3.8] E=5e-21	11	1056.67
isogroup=20619	c455742	106393	105320	NA	4	389.89
isogroup=15554	c1868152	404356	403313	Uncharacterized conserved protein	1	39.428
isogroup=20613	c1806217	69343	69652	NA	5	488.026
isogroup=20610	c2104237	227487	226951	Serine proteinase inhibitor (KU family)	1	63.688
isogroup=20611	c433953	179820	180338	Ca2+/Mg2+-permeable cation channels (LTRPC family) ; elongation factor 2 kinase [EC:2.7.11.20] E=4e-16	6	582.018
isogroup=20616	c1814945	219459	219165	RNA-binding protein LARK, contains RRM and retroviral-type Zn-finger domains ; U11/U12 small nuclear ribonucleoprotein 31 kDa protein E=3e-10	13	1312.115
isogroup=20617	c1727753	474543	473579	Uncharacterized conserved protein	7	685.074
isogroup=10794	c2483218	330514	329011	NA	12	1136.054
isogroup=10795	c1544583	133693	133131	Collagens (type IV and type XIII), and related proteins ; collagen, type VI, alpha E=9e-82	4	423.006
isogroup=10796	c1774267	241178	242902	NA	6	592.92
isogroup=10790	c2478742	411951	411037	NA	5	473.491
isogroup=10791	c139381	301999	301422	NA	12	1119.039
isogroup=10792	c1193587	81804	82255	Cysteine proteinase Cathepsin L ; cathepsin X [EC:3.4.18.1] E=3e-111	2	161.262
isogroup=10793	c1244560	38244	38550	Predicted RNA-processing protein, contains G-patch domain	1	81.127
isogroup=46323	c1889019	229940	230187	NA	8	780.599
isogroup=17077	c1527580	101847	102819	complement component 4 E=7e-06	1	85.666
isogroup=17070	c1969463	128519	129545	WD repeat-containing protein 42A E=3e-09	8	775.897
isogroup=17072	c1610868	42534	43340	NA	8	768.121
isogroup=17073	c1949539	158092	159175	NACHT, LRR and PYD domains-containing protein 3 E=1e-175	1	31.367
isogroup=46325	c1691015	38930	39230	NA	2	195.52
isogroup=17079	c1796893	115186	116391	NA	9	823.105
isogroup=16305	c1938765	34566	33369	NA	5	480.252
isogroup=16304	c1736034	228749	230048	NA	5	501.372
isogroup=16306	c1466280	87571	88093	NA	2	146.759
isogroup=16300	c2402279	140058	139658	P-type ATPase ; phospholipid-translocating ATPase [EC:3.6.3.1] E=2e-63	6	588.537
isogroup=16309	c917489	194526	195812	NA	4	375.365
isogroup=16308	c2215268	28612	29551	NA	4	347.213
isogroup=7193	c1401140	133537	133998	Histone deacetylase complex, catalytic component HDA1 ; ubiquitin carboxyl-terminal hydrolase 3 [EC:3.1.2.15] E=1e-09	3	292.662
isogroup=13362	c1959899	292251	293070	Predicted sugar phosphatase (HAD superfamily) ; phospholysine phosphohistidine inorganic pyrophosphate phosphatase [EC:3.6.1.1 3.1.3.-] E=3e-141	10	944.578
isogroup=13364	c2477599	72136	71737	NA	8	791.199
isogroup=21312	c2406142	255701	254656	NA	10	941.687
isogroup=24624	c1625311	217736	218200	NA	13	1272.529
isogroup=40531	c1391083	285795	286146	NA	14	1422.858
isogroup=40530	c2032291	123113	122819	NA	4	325.331
isogroup=24620	c1244560	111209	111625	NA	1	81.127
isogroup=40534	c1253424	349180	348996	Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; jagged E=7e-36	6	584.58
isogroup=40537	c1053873	9882	10048	NA	4	335.946
isogroup=11896.1	c2216172	691668	692035	NA	4	377.858
isogroup=25642	c2102192	250977	251747	NA	5	450.842
isogroup=1352	c1081312	143995	142808	FOG: Leucine rich repeat ; alpha-1,6-mannosyltransferase [EC:2.4.1.-] E=8e-47	14	1354.41
isogroup=11821	c1486334	179835	180930	Gamma tubulin ; tubulin gamma E=4e-32	2	116.876
isogroup=11826	c2338037	82331	81713	Lysine-ketoglutarate reductase/saccharopine dehydrogenase	14	1431.236
isogroup=12554	c829944	14808	14388	Adenosine monophosphate deaminase ; AMP deaminase [EC:3.5.4.6] E=1e-56	8	742.444
isogroup=12555	c2039658	197072	195708	NA	2	150.128
isogroup=12550	c1784202	138996	137992	NA	6	611.153
isogroup=12551	c1932090	310538	309875	Actin filament-coating protein tropomyosin ; deleted in malignant brain tumors 1 protein E=3e-10	8	734.105
isogroup=12552	c1541403	95135	94447	NA	3	258.587
isogroup=28547	c1217446	571779	571464	NA	1	45.468
isogroup=12558	c1326140	108524	107897	Thioredoxin binding protein TBP-2/VDUP1	6	629.638
isogroup=12559	c1814209	57892	57170	Acid trehalase ; kojibiose phosphorylase [EC:2.4.1.230] E=6e-68	13	1227.126
isogroup=1356	c2321558	363814	362339	Transcription factor containing C2HC type Zn finger ; histone acetyltransferase MYST2 [EC:2.3.1.48] E=1e-07	3	240.852
isogroup=28544	c1621631	149695	150292	NA	2	193.577
isogroup=37663	c1251121	34963	34568	NA	1	82.239
isogroup=37661	c1502011	50147	49758	NA	9	877.155
isogroup=37666	c1960086	245076	245460	NA	4	358.872
isogroup=37669	c1771201	123917	123595	G protein-coupled receptors	2	162.804
isogroup=5728	c2094412	249694	248907	Nuclear porin ; nuclear pore complex protein Nup62 E=2e-46	6	603.508
isogroup=5722	c2481746	99730	100830	NA	1	35.253
isogroup=5723	c2048088	139670	138959	Nucleoside diphosphate kinase ; neuropilin 2 E=2e-157	10	990.838
isogroup=5720	c2430742	197336	196916	Molecular chaperone (DnaJ superfamily) ; stress-induced-phosphoprotein 1 E=5e-17	1	56.106
isogroup=5726	c1391083	210235	211538	Corticosteroid 11-beta-dehydrogenase and related short chain-type dehydrogenases ; retinol dehydrogenase 16 [EC:1.1.1.-] E=9e-105	14	1422.858
isogroup=5727	c1397839	475552	477987	Nucleolar GTPase/ATPase p130	8	801.754
isogroup=5724	c2433039	80502	78015	isovaleryl-CoA dehydrogenase [EC:1.3.99.10] E=1e-26	6	600.796
isogroup=5725	c2338525	51463	50190	Transferrin receptor and related proteins containing the protease-associated (PA) domain ; glutamate carboxypeptidase II [EC:3.4.17.21] E=6e-136	7	654.483
isogroup=2718	c2321558	644082	645228	Translation initiation factor 2, alpha subunit (eIF-2alpha) ; peroxin-13 E=3e-148	3	240.435
isogroup=28542	c1509930	198788	199410	NA	4	324.119
isogroup=2713	c166079	330852	327437	NA	7	667.457
isogroup=2711	c1258127	270017	269455	NA	4	397.398
isogroup=2717	c1853226	308175	309997	GTP-binding protein DRG2 (ODN superfamily)	3	292.109
isogroup=30764	c1251503	240125	240682	NA	11	1023.313
isogroup=15026	c1300534	82329	81787	GTPase-activating protein ; Ras GTPase-activating protein 1 E=2e-105	1	45.861
isogroup=15023	c2512412	138644	140003	Vacuolar sorting protein/ubiquitin receptor VPS23 ; ESCRT-I complex subunit TSG101 E=5e-14	2	199.036
isogroup=5098	c1466280	302291	304438	sprouty E=2e-24	2	150.08
isogroup=5099	c63475	261079	260195	Transcription factor, contains HOX domain ; LIM homeobox transcription factor 1 E=1e-170	1	75.322
isogroup=15028	c1224702	2348	1344	NA	4	394.533
isogroup=5750	c382711	32881	31241	Uncharacterized conserved protein	11	1079.474
isogroup=30768	c1515463	246561	246020	NA	12	1210.888
isogroup=28541	c1876856	107584	107861	NA	2	172.185
isogroup=36130	c695596	14338	13919	NA	1	37.521
isogroup=36131	c2438112	339159	339583	NA	2	204.633
isogroup=36133	c1353965	401976	401557	putative transposase E=6e-08	2	119.169
isogroup=36134	c2298829	367238	366819	FOG: 7 transmembrane receptor ; histamine receptor H2 E=5e-09	6	533.637
isogroup=36137	c2255298	51657	51353	NA	10	1020.028
isogroup=36138	c1258127	466895	467237	Elongation factor 1 beta/delta chain ; elongation factor 1-beta E=7e-44	4	397.398
isogroup=36139	c799597	36430	36774	NA	14	1358.013
isogroup=38661	c1466280	179683	180063	NA	2	151.29
isogroup=38666	c917489	292384	292650	NA	3	266.95
isogroup=38664	c1639767	103871	104251	NA	4	416.448
isogroup=3444	c1076932	340633	342097	Voltage-gated K+ channel KCNB/KCNC ; potassium voltage-gated channel Shaker-related subfamily A member 1 E=3e-08	10	937.741
isogroup=3440	c2512412	582470	583463	NA	2	210.965
isogroup=3443	c1681168	390142	391641	Sphingosine kinase, involved in sphingolipid metabolism ; ceramide kinase [EC:2.7.1.138] E=1e-16	11	1058.021
isogroup=3442	c2298829	359505	360597	Enoyl-CoA hydratase/isomerase ; peroxisomal 3,2-trans-enoyl-CoA isomerase [EC:5.3.3.8] E=2e-36	6	533.637
isogroup=3449	c863073	101893	100065	Chromatin remodeling factor subunit and related transcription factors	5	494.287
isogroup=3448	c1807228	333141	330037	Glutamate-gated metabotropic ion channel receptor subunit GRM2 and related subunits, G-protein coupled receptor superfamily ; calcium-sensing receptor E=2e-107	14	1419.041
isogroup=35765	c869311	159928	159504	NA	7	671.141
isogroup=10708	c1350740	194509	192765	Mab-21-like cell fate specification proteins	3	243.328
isogroup=23667.1	c1255891	274877	274410	NA	2	149.827
isogroup=3193	c2107713	200142	201147	NA	3	239.134
isogroup=3191	c1657122	486431	485966	Prosaposin ; helicase required for RNAi-mediated heterochromatin assembly 1 [EC:3.6.4.13] E=1e-141	2	166.685
isogroup=3190	c2173185	422536	421693	Serine/threonine protein kinase ; inhibitor of nuclear factor kappa-B kinase subunit alpha [EC:2.7.11.10] E=5e-62	6	589.29
isogroup=3196	c1813332	311850	308844	Serine carboxypeptidases	6	610.593
isogroup=3195	c2107713	396079	397098	NA	3	229.793
isogroup=3194	c1233660	257052	256081	Uncharacterized conserved protein	5	510.053
isogroup=3199	c1868152	423660	425007	von Willebrand factor and related coagulation proteins ; chromatin assembly factor 1 subunit A E=4e-118	1	39.428
isogroup=3198	c1376136	69356	67788	SPRT-like metalloprotease	5	511.385
isogroup=14044	c2321558	214231	215675	NA	3	236.958
isogroup=30475	c561343	87551	88103	NA	4	352.648
isogroup=30472	c1480326	246887	247400	NA	14	1414.614
isogroup=17535	c2289075	387691	388371	Protein tyrosine kinase	3	241.914
isogroup=17534	c1049963	101892	101496	FOG: Reverse transcriptase	7	670.502
isogroup=17537	c812998	58328	59552	RNA-binding protein musashi/mRNA cleavage and polyadenylation factor I complex, subunit HRP1 ; RNA-binding protein Musashi E=1e-05	12	1187.966
isogroup=17536	c622226	15125	15783	NA	6	575.594
isogroup=17530	c1235448	145196	143977	Kinesin light chain	3	235.592
isogroup=17533	c1966303	248596	248971	Uncharacterized conserved protein	3	274.37
isogroup=17532	c1504605	115156	116170	Protein involved in transcription start site selection	4	376.614
isogroup=28449	c2014472	97912	98503	NA	5	469.42
isogroup=28448	c2079967	73000	73380	Tandem pore domain K+ channel ; potassium channel subfamily K member 6 E=2e-21	2	117.298
isogroup=28447	c2411551	31741	31141	NA	11	1068.748
isogroup=28446	c1564364	5522	6149	NA	5	433.971
isogroup=28443	c1411463	136425	136204	FOG: Kazal-type serine protease inhibitor domain ; agrin E=3e-09	8	766.554
isogroup=28441	c2096175	221562	222189	NA	2	203.528
isogroup=28440	c1413499	341317	341732	NA	11	1074.977
isogroup=39210	c1186919	76696	77005	NA	1	74.742
isogroup=39211	c1205743	230912	230540	NA	4	425.604
isogroup=39212	c1224702	191446	191356	NA	4	399.378
isogroup=39214	c2441680	392145	391825	NA	4	385.003
isogroup=39215	c1258127	242823	243103	NA	4	397.398
isogroup=39217	c1954722	10091	9719	FOG: 7 transmembrane receptor ; 5-hydroxytryptamine receptor 7 E=3e-09	1	40.072
isogroup=39218	c2079967	409255	408896	NA	2	125.744
isogroup=39219	c1790586	189606	189234	Serine proteinase inhibitor (KU family) with thrombospondin repeats	11	1076.656
isogroup=7638	c1784202	139576	139001	Ca2+-modulated nonselective cation channel polycystin ; polycystin 1 E=2e-74	6	611.153
isogroup=7639	c1237576	428130	428019	FOG: Immunoglobulin C-2 Type/fibronectin type III domains	11	1096.747
isogroup=7633	c1397839	288167	286095	NA	8	806.106
isogroup=7630	c2260754	152575	152279	Translocase of outer mitochondrial membrane complex, subunit TOM70/TOM72 ; DnaJ homolog subfamily C member 7 E=5e-10	8	775.741
isogroup=7631	c1537126	23489	21975	NA	12	1154.735
isogroup=7634	c1621631	144940	146053	Uncharacterized conserved protein	2	193.577
isogroup=7635	c1855353	336166	334656	Reticulon	14	1410.12
isogroup=13090	c1209160	333841	335360	NA	7	723.455
